model,N,difficulty_bin,num_problems,actual_acc_mean,auc_only_pred_mean,moment_pred_mean,auc_only_mae,moment_mae,mean_p,mean_kappa,mean_theta
Gemma3n2B,16,all_correct,33,1.0,0.9904315143255978,1.0,0.009568485674402272,0.0,1.0,,0.0625
Gemma3n2B,16,easy,26,0.9254572920979345,0.9097584200383382,0.9254572920979345,0.06426303423108473,3.202566417187951e-17,0.9038461538461539,0.6118193633045382,0.06375153545389199
Gemma3n2B,16,hard,11,0.1549723377004805,0.14872656861613373,0.1549723377004805,0.06748733538211954,1.4687155762660293e-28,0.08901515151515152,0.5955940904141985,0.11122039513300329
Gemma3n2B,16,medium,16,0.5438572714976829,0.5386152628967228,0.5438572714976829,0.11186668810550558,1.0408340855860843e-17,0.4934895833333333,0.578508860045758,0.06990173541671442
Gemma3n2B,16,no_correct,14,0.0,0.00917932432969415,0.0,0.00917932432969415,0.0,0.0,,0.0
Gemma3n2B,32,all_correct,33,1.0,0.9834572810607037,1.0,0.016542718939296153,0.0,1.0,,0.03125
Gemma3n2B,32,easy,26,0.9333596386872222,0.9060529830966935,0.9333596386872222,0.0835594050910232,3.843079700625542e-17,0.9038461538461539,0.6118193633045382,0.03212750075688641
Gemma3n2B,32,hard,11,0.16277159796222887,0.1563936360989988,0.16277159796222887,0.10038967449878368,0.0,0.08901515151515152,0.5955940904141985,0.05022345639221315
Gemma3n2B,32,medium,16,0.5530125957505428,0.5394894324464888,0.553012595750543,0.17989272451302624,2.0816681711721685e-17,0.4934895833333333,0.578508860045758,0.03567110093649724
Gemma3n2B,32,no_correct,14,0.0,0.00792006453837868,0.0,0.00792006453837868,0.0,0.0,,0.0
Gemma3n2B,48,all_correct,33,1.0,0.97818781039449,1.0,0.021812189605510013,0.0,1.0,,0.020833333333333332
Gemma3n2B,48,easy,26,0.9389883839757135,0.9030617297743737,0.9389883839757135,0.09185713386891003,8.540177112501205e-18,0.9038461538461539,0.6118193633045382,0.021559194937173586
Gemma3n2B,48,hard,11,0.15569583375405352,0.16007009479669654,0.15569583375405352,0.12528611061904757,5.602705292762868e-34,0.08901515151515152,0.5955940904141985,0.029119405777367692
Gemma3n2B,48,medium,16,0.5620383625325268,0.5388109831174056,0.5620383625325268,0.24243711548175945,5.204170427930421e-18,0.4934895833333333,0.578508860045758,0.02424087099285758
Gemma3n2B,48,no_correct,14,0.0,0.005993639046824373,0.0,0.005993639046824373,0.0,0.0,,0.0
Gemma3n4B,2,all_correct,52,1.0,1.0,1.0,0.0,0.0,1.0,,0.5
Gemma3n4B,2,easy,17,0.9278492647058824,0.9278492647058824,0.9278492647058824,7.836868409118753e-17,3.918434204559376e-17,0.9191176470588235,0.546061624938914,0.5050748135476909
Gemma3n4B,2,hard,11,0.07548137626262635,0.07548137626262626,0.07548137626262635,1.3026196283244025e-16,1.261617073437678e-18,0.05871212121212121,0.6795281422344432,0.6705334595959606
Gemma3n4B,2,medium,10,0.48910590277777777,0.48910590277777777,0.48910590277777777,9.71445146547012e-17,1.1102230246251566e-17,0.4604166666666667,0.5585131563756883,0.5171628155794823
Gemma3n4B,2,no_correct,10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Gemma3n4B,3,all_correct,52,1.0,1.0,1.0,0.0,0.0,1.0,,0.3333333333333333
Gemma3n4B,3,easy,17,0.9288130616830065,0.9153627631258135,0.9288130616830065,0.028089370173146742,1.3061447348531253e-17,0.9191176470588235,0.546061624938914,0.3371489465614006
Gemma3n4B,3,hard,11,0.084325514257155,0.12454785998205807,0.084325514257155,0.04022234572490308,0.0,0.05871212121212121,0.6795281422344432,0.5208366214225596
Gemma3n4B,3,medium,10,0.49750886140046297,0.4863137752152117,0.49750886140046297,0.08080959393772408,1.1102230246251566e-17,0.4604166666666667,0.5585131563756883,0.34584215170760313
Gemma3n4B,3,no_correct,10,0.0,0.007626421216681334,0.0,0.007626421216681334,0.0,0.0,,0.0
Gemma3n4B,4,all_correct,52,1.0,1.0,1.0,0.0,0.0,1.0,,0.25
Gemma3n4B,4,easy,17,0.9292914363553582,0.9132495497508983,0.9292914363553582,0.029102007103115377,1.959217102279688e-17,0.9191176470588235,0.546061624938914,0.25303814709273803
Gemma3n4B,4,hard,11,0.0906981223092471,0.12959804214409137,0.0906981223092471,0.03996737524718822,0.0,0.05871212121212121,0.6795281422344432,0.4345967370920583
Gemma3n4B,4,medium,10,0.49762620337215474,0.4872420255777163,0.49762620337215474,0.10723315598080237,0.0,0.4604166666666667,0.5585131563756883,0.2572272316405436
Gemma3n4B,4,no_correct,10,0.0,0.008114415496109362,0.0,0.008114415496109362,0.0,0.0,,0.0
Gemma3n4B,8,all_correct,52,1.0,0.9959723762240054,1.0,0.004027623775994638,0.0,1.0,,0.125
Gemma3n4B,8,easy,17,0.9338178855513095,0.9079399986852772,0.9338178855513095,0.039227951267777596,3.2653618371328135e-17,0.9191176470588235,0.546061624938914,0.12720894151932638
Gemma3n4B,8,hard,11,0.10584074820444914,0.14148106996126775,0.10584074820444914,0.05126656473792803,0.0,0.05871212121212121,0.6795281422344432,0.2740991254257772
Gemma3n4B,8,medium,10,0.48060702175753167,0.4891935850174791,0.48060702175753167,0.16078530520977136,2.7755575615628915e-18,0.4604166666666667,0.5585131563756883,0.12136766129830867
Gemma3n4B,8,no_correct,10,0.0,0.009005212754523262,0.0,0.009005212754523262,0.0,0.0,,0.0
Gemma3n4B,16,all_correct,52,1.0,0.9904315143255977,1.0,0.009568485674402272,0.0,1.0,,0.0625
Gemma3n4B,16,easy,17,0.9462377677840581,0.9020823938618819,0.9462377677840581,0.053495734753512623,3.918434204559376e-17,0.9191176470588235,0.546061624938914,0.06451132752663426
Gemma3n4B,16,hard,11,0.11188509952630356,0.15264741209520116,0.11188509952630356,0.07896169125378451,1.261617073437678e-18,0.05871212121212121,0.6795281422344432,0.15059921027671558
Gemma3n4B,16,medium,10,0.458999773699132,0.4904284587739987,0.4589997736991321,0.20264946123543467,2.2204460492503132e-17,0.4604166666666667,0.5585131563756883,0.055969655601042625
Gemma3n4B,16,no_correct,10,0.0,0.00917932432969415,0.0,0.00917932432969415,0.0,0.0,,0.0
Gemma3n4B,32,all_correct,52,1.0,0.9834572810607038,1.0,0.016542718939296153,0.0,1.0,,0.03125
Gemma3n4B,32,easy,17,0.9644602848595314,0.8950884473913511,0.9644602848595314,0.0714272030483889,5.224578939412501e-17,0.9191176470588235,0.546061624938914,0.032920598825853103
Gemma3n4B,32,hard,11,0.10034039214674988,0.1623803828626481,0.10034039214674988,0.12330778216870715,1.9712766772463718e-20,0.05871212121212121,0.6795281422344432,0.06370722886857877
Gemma3n4B,32,medium,10,0.4444000721775657,0.490229961164032,0.4444000721775657,0.23792551973558435,1.1102230246251566e-17,0.4604166666666667,0.5585131563756883,0.025946491422865127
Gemma3n4B,32,no_correct,10,0.0,0.00792006453837868,0.0,0.00792006453837868,0.0,0.0,,0.0
Gemma3n4B,48,all_correct,52,1.0,0.97818781039449,1.0,0.021812189605510013,0.0,1.0,,0.020833333333333332
Gemma3n4B,48,easy,17,0.9762739389621428,0.8899234080371407,0.9762739389621428,0.08635053092500243,3.2653618371328135e-17,0.9191176470588235,0.546061624938914,0.022231724329208377
Gemma3n4B,48,hard,11,0.08946075000323944,0.1668840000472511,0.08946075000323944,0.1646183991525176,0.0,0.05871212121212121,0.6795281422344432,0.034685723410963175
Gemma3n4B,48,medium,10,0.44800545628829036,0.48892404177075,0.4480054562882903,0.25747912666462536,2.2551405187698492e-17,0.4604166666666667,0.5585131563756883,0.017178977561650037
Gemma3n4B,48,no_correct,10,0.0,0.005993639046824373,0.0,0.005993639046824373,0.0,0.0,,0.0
KimiK2,2,all_correct,55,1.0,1.0,1.0,0.0,0.0,1.0,,0.5
KimiK2,2,easy,12,0.9455656828703703,0.9455656828703703,0.9455656828703703,6.47630097698008e-17,5.551115123125783e-17,0.939236111111111,0.6415189669843925,0.5034323718665473
KimiK2,2,hard,11,0.03365688131313132,0.03365688131313131,0.03365688131313132,4.7961161557404225e-17,0.0,0.05113636363636364,0.3886033536819846,0.3989898989898991
KimiK2,2,medium,13,0.49368990384615385,0.49368990384615385,0.49368990384615385,1.4945309946877108e-16,8.540177112501205e-18,0.4855769230769231,0.5198236190663542,0.5022415591801052
KimiK2,2,no_correct,9,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
KimiK2,3,all_correct,55,1.0,1.0,1.0,0.0,0.0,1.0,,0.3333333333333333
KimiK2,3,easy,12,0.9479581102912809,0.9454762765342246,0.9479581102912809,0.009979243039959321,2.7755575615628914e-17,0.939236111111111,0.6415189669843925,0.33648987367428007
KimiK2,3,hard,11,0.030226582228535373,0.042669647350435505,0.030226582228535373,0.022756809235529443,6.30808536718839e-19,0.05113636363636364,0.3886033536819846,0.2649849186307521
KimiK2,3,medium,13,0.49783612112713677,0.5010777329471523,0.49783612112713677,0.05304730455355606,0.0,0.4855769230769231,0.5198236190663542,0.3357031659294387
KimiK2,3,no_correct,9,0.0,0.007626421216681334,0.0,0.007626421216681334,0.0,0.0,,0.0
KimiK2,4,all_correct,55,1.0,1.0,1.0,0.0,0.0,1.0,,0.25
KimiK2,4,easy,12,0.948623767114961,0.9440319622058005,0.9486237671149612,0.0122191840599368,5.551115123125783e-17,0.939236111111111,0.6415189669843925,0.2525583225050264
KimiK2,4,hard,11,0.03024899946184941,0.043523627412924135,0.03024899946184941,0.020585218656760936,0.0,0.05113636363636364,0.3886033536819846,0.21174486290860003
KimiK2,4,medium,13,0.501665381624488,0.5009331107450815,0.501665381624488,0.06653731520561856,8.540177112501205e-18,0.4855769230769231,0.5198236190663542,0.25335995586171
KimiK2,4,no_correct,9,0.0,0.008114415496109362,0.0,0.008114415496109362,0.0,0.0,,0.0
KimiK2,8,all_correct,55,1.0,0.9959723762240054,1.0,0.004027623775994638,0.0,1.0,,0.125
KimiK2,8,easy,12,0.9465719315332831,0.9404332568605227,0.9465719315332831,0.024376346794496396,3.700743415417188e-17,0.939236111111111,0.6415189669843925,0.12600089296432632
KimiK2,8,hard,11,0.03624966499522311,0.0475957325565354,0.03624966499522311,0.014313315910920834,0.0,0.05113636363636364,0.3886033536819846,0.14708379024531823
KimiK2,8,medium,13,0.515880995676985,0.5002996686694642,0.515880995676985,0.10056263539605427,0.0,0.4855769230769231,0.5198236190663542,0.13128329037049738
KimiK2,8,no_correct,9,0.0,0.009005212754523262,0.0,0.009005212754523262,0.0,0.0,,0.0
KimiK2,16,all_correct,55,1.0,0.9904315143255977,1.0,0.009568485674402272,0.0,1.0,,0.0625
KimiK2,16,easy,12,0.9344696656024188,0.9365359324805603,0.9344696656024188,0.042398343318495846,2.7755575615628914e-17,0.939236111111111,0.6415189669843925,0.0621129196938781
KimiK2,16,hard,11,0.04916781334246761,0.05223423086461094,0.04916781334246761,0.015378561118730654,1.468716276604191e-28,0.05113636363636364,0.3886033536819846,0.11241564108714944
KimiK2,16,medium,13,0.5421550812371727,0.49894954091060373,0.5421550812371727,0.12537080393416616,1.921539850312771e-17,0.4855769230769231,0.5198236190663542,0.0703375222812179
KimiK2,16,no_correct,9,0.0,0.00917932432969415,0.0,0.00917932432969415,0.0,0.0,,0.0
KimiK2,32,all_correct,55,1.0,0.9834572810607038,1.0,0.016542718939296153,0.0,1.0,,0.03125
KimiK2,32,easy,12,0.907052009647488,0.9320413700312286,0.9070520096474882,0.07667593622037717,9.25185853854297e-18,0.939236111111111,0.6415189669843925,0.030044572969237376
KimiK2,32,hard,11,0.06832015901678054,0.05718439055204834,0.06832015901678054,0.030257959916999658,0.0,0.05113636363636364,0.3886033536819846,0.08465917129070812
KimiK2,32,medium,13,0.5746665090662952,0.496166041785257,0.5746665090662952,0.1834559280694781,2.135044278125301e-18,0.4855769230769231,0.5198236190663542,0.03784998384442318
KimiK2,32,no_correct,9,0.0,0.00792006453837868,0.0,0.00792006453837868,0.0,0.0,,0.0
KimiK2,48,all_correct,55,1.0,0.97818781039449,1.0,0.02181218960551001,0.0,1.0,,0.020833333333333332
KimiK2,48,easy,12,0.8869195308125466,0.9289164671516498,0.8869195308125466,0.10524645087240365,1.3877787807814457e-17,0.939236111111111,0.6415189669843925,0.019534972520495415
KimiK2,48,hard,11,0.07922495438406467,0.0597306893271969,0.07922495438406467,0.045316151535596455,0.0,0.05113636363636364,0.3886033536819846,0.0685209205527984
KimiK2,48,medium,13,0.5989953298468567,0.49334799344117014,0.5989953298468567,0.21942195385231159,0.0,0.4855769230769231,0.5198236190663542,0.026523413881850363
KimiK2,48,no_correct,9,0.0,0.005993639046824373,0.0,0.005993639046824373,0.0,0.0,,0.0
Maverick17B,2,all_correct,65,1.0,1.0,1.0,0.0,0.0,1.0,,0.5
Maverick17B,2,easy,12,0.9184751157407408,0.9184751157407408,0.9184751157407408,8.326672684688674e-17,4.625929269271486e-17,0.90625,0.5752438496244772,0.5071276679666289
Maverick17B,2,hard,9,0.09389467592592593,0.09389467592592593,0.09389467592592593,6.196817750294927e-17,0.0,0.08101851851851852,0.5264800482491553,0.519116512345679
Maverick17B,2,medium,6,0.5061487268518517,0.5061487268518519,0.5061487268518517,1.2027416100105862e-16,9.25185853854297e-18,0.4479166666666667,0.6306965462151223,0.5811916977213809
Maverick17B,2,no_correct,8,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Maverick17B,3,all_correct,65,1.0,1.0,1.0,0.0,0.0,1.0,,0.3333333333333333
Maverick17B,3,easy,12,0.917281539351852,0.9111968316243901,0.917281539351852,0.0210418020731321,1.850371707708594e-17,0.90625,0.5752438496244772,0.33771812373920934
Maverick17B,3,hard,9,0.10060301729681072,0.1200068666700283,0.10060301729681072,0.034325437073417425,0.0,0.08101851851851852,0.5264800482491553,0.3657527970679014
Maverick17B,3,medium,6,0.5233696831597221,0.5042777460809637,0.5233696831597221,0.053986162678803434,9.25185853854297e-18,0.4479166666666667,0.6306965462151223,0.4076519812919901
Maverick17B,3,no_correct,8,0.0,0.007626421216681334,0.0,0.007626421216681334,0.0,0.0,,0.0
Maverick17B,4,all_correct,65,1.0,1.0,1.0,0.0,0.0,1.0,,0.25
Maverick17B,4,easy,12,0.913606839906041,0.9107339116119902,0.913606839906041,0.03059481733101675,1.850371707708594e-17,0.90625,0.5752438496244772,0.2522933829381101
Maverick17B,4,hard,9,0.1049621958791474,0.1235030360399071,0.1049621958791474,0.04779980697025205,0.0,0.08101851851851852,0.5264800482491553,0.2826269372173462
Maverick17B,4,medium,6,0.5327872131096482,0.5071259704237273,0.5327872131096482,0.07758515417996607,0.0,0.4479166666666667,0.6306965462151223,0.31488711772080463
Maverick17B,4,no_correct,8,0.0,0.008114415496109362,0.0,0.008114415496109362,0.0,0.0,,0.0
Maverick17B,8,all_correct,65,1.0,0.9959723762240054,1.0,0.004027623775994638,0.0,1.0,,0.125
Maverick17B,8,easy,12,0.8995431961047536,0.9076892253346842,0.8995431961047536,0.05636148077668008,2.7755575615628914e-17,0.90625,0.5752438496244772,0.12418816426943381
Maverick17B,8,hard,9,0.11199899693897401,0.1317051233457058,0.11199899693897401,0.09032448480627658,0.0,0.08101851851851852,0.5264800482491553,0.13917877427672118
Maverick17B,8,medium,6,0.5566332275029503,0.5137035551831183,0.5566332275029503,0.13513736972090584,9.25185853854297e-18,0.4479166666666667,0.6306965462151223,0.16861712540681847
Maverick17B,8,no_correct,8,0.0,0.009005212754523262,0.0,0.009005212754523262,0.0,0.0,,0.0
Maverick17B,16,all_correct,65,1.0,0.9904315143255976,1.0,0.009568485674402272,0.0,1.0,,0.0625
Maverick17B,16,easy,12,0.886539659236622,0.9030049444127265,0.886539659236622,0.08474688303483517,2.0816681711721685e-17,0.90625,0.5752438496244772,0.06115493083583562
Maverick17B,16,hard,9,0.10853991597603171,0.1393497884534266,0.10853991597603171,0.1377522257234908,2.73976909102587e-33,0.08101851851851852,0.5264800482491553,0.05929130822332719
Maverick17B,16,medium,6,0.583089259147599,0.5195644542592661,0.583089259147599,0.174824078570381,9.25185853854297e-18,0.4479166666666667,0.6306965462151223,0.0900446500759365
Maverick17B,16,no_correct,8,0.0,0.00917932432969415,0.0,0.00917932432969415,0.0,0.0,,0.0
Maverick17B,32,all_correct,65,1.0,0.9834572810607038,1.0,0.016542718939296153,0.0,1.0,,0.03125
Maverick17B,32,easy,12,0.8841718863607185,0.8974118292521506,0.8841718863607185,0.10492002696650182,3.700743415417188e-17,0.90625,0.5752438496244772,0.030486378602439104
Maverick17B,32,hard,9,0.10569711986920484,0.14587960916499132,0.10569711986920484,0.16657907557924162,9.637352644315594e-20,0.08101851851851852,0.5264800482491553,0.02670978562652015
Maverick17B,32,medium,6,0.6364828559681974,0.5239919819689277,0.6364828559681974,0.21004384554161704,0.0,0.4479166666666667,0.6306965462151223,0.04924652577238703
Maverick17B,32,no_correct,8,0.0,0.00792006453837868,0.0,0.00792006453837868,0.0,0.0,,0.0
Maverick17B,48,all_correct,65,1.0,0.97818781039449,1.0,0.021812189605510013,0.0,1.0,,0.020833333333333332
Maverick17B,48,easy,12,0.8899095053149758,0.8934460132756005,0.8899095053149758,0.10820232224253033,1.850371707708594e-17,0.90625,0.5752438496244772,0.020466704613738174
Maverick17B,48,hard,9,0.10806258565901697,0.14877390495715778,0.10806258565901697,0.17277101113368898,0.0,0.08101851851851852,0.5264800482491553,0.018032916412751454
Maverick17B,48,medium,6,0.6902508184493743,0.5253921139150147,0.6902508184493743,0.24704737612350033,0.0,0.4479166666666667,0.6306965462151223,0.035338784858948445
Maverick17B,48,no_correct,8,0.0,0.005993639046824373,0.0,0.005993639046824373,0.0,0.0,,0.0
MiniMax,2,all_correct,46,1.0,1.0,1.0,0.0,0.0,1.0,,0.5
MiniMax,2,easy,14,0.937717013888889,0.937717013888889,0.937717013888889,8.723180907769087e-17,2.3790493384824782e-17,0.9241071428571429,0.5994265164233976,0.5080220379653477
MiniMax,2,hard,11,0.06080334595959591,0.06080334595959595,0.06080334595959591,7.603214144139255e-17,6.30808536718839e-19,0.0625,0.45486573231112165,0.4556861225895316
MiniMax,2,medium,12,0.4743561921296296,0.4743561921296296,0.4743561921296296,1.6190752442450199e-16,0.0,0.4739583333333333,0.497969596277938,0.4935791733328276
MiniMax,2,no_correct,17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
MiniMax,3,all_correct,46,1.0,1.0,1.0,0.0,0.0,1.0,,0.3333333333333333
MiniMax,3,easy,14,0.9383196149553571,0.9201275494514505,0.9383196149553571,0.023852352635443514,7.93016446160826e-18,0.9241071428571429,0.5994265164233976,0.33910591134207696
MiniMax,3,hard,11,0.05929164693813128,0.07357008554414209,0.05929164693813128,0.027490024284336865,0.0,0.0625,0.45486573231112165,0.27269080482858876
MiniMax,3,medium,12,0.4696790907118056,0.48676158721939267,0.4696790907118056,0.042063783483640683,3.469446951953614e-18,0.4739583333333333,0.497969596277938,0.3249512751790085
MiniMax,3,no_correct,17,0.0,0.007626421216681334,0.0,0.007626421216681334,0.0,0.0,,0.0
MiniMax,4,all_correct,46,1.0,1.0,1.0,0.0,0.0,1.0,,0.25
MiniMax,4,easy,14,0.9358527908459752,0.9186860033727273,0.9358527908459752,0.023495259580503334,3.9650822308041306e-17,0.9241071428571429,0.5994265164233976,0.253747825446052
MiniMax,4,hard,11,0.05649315762332525,0.07499542975742589,0.05649315762332525,0.029476175146529948,0.0,0.0625,0.45486573231112165,0.17818647325677464
MiniMax,4,medium,12,0.4623444953573093,0.486072214489194,0.4623444953573093,0.05918870574695118,0.0,0.4739583333333333,0.497969596277938,0.23966384419281073
MiniMax,4,no_correct,17,0.0,0.008114415496109362,0.0,0.008114415496109362,0.0,0.0,,0.0
MiniMax,8,all_correct,46,1.0,0.9959723762240053,1.0,0.004027623775994638,0.0,1.0,,0.125
MiniMax,8,easy,14,0.9207938474926392,0.914974275368822,0.9207938474926392,0.03723969792500299,3.172065784643304e-17,0.9241071428571429,0.5994265164233976,0.12489371681924187
MiniMax,8,hard,11,0.04348836169222927,0.07920121765984468,0.04348836169222927,0.03697773204439069,0.0,0.0625,0.45486573231112165,0.05022519048826466
MiniMax,8,medium,12,0.4286840844062531,0.4841262391386933,0.4286840844062531,0.11710078725596866,2.0816681711721685e-17,0.4739583333333333,0.497969596277938,0.11044890229536895
MiniMax,8,no_correct,17,0.0,0.009005212754523262,0.0,0.009005212754523262,0.0,0.0,,0.0
MiniMax,16,all_correct,46,1.0,0.9904315143255978,1.0,0.009568485674402272,0.0,1.0,,0.0625
MiniMax,16,easy,14,0.8910788252473398,0.9093045295966325,0.8910788252473398,0.06463164253842493,1.586032892321652e-17,0.9241071428571429,0.5994265164233976,0.06042692799229853
MiniMax,16,hard,11,0.023883176672449682,0.08319881076853146,0.023883176672449682,0.059345100213830486,1.577033373515098e-19,0.0625,0.45486573231112165,0.009886145804910153
MiniMax,16,medium,12,0.37903003660303575,0.48146357810494944,0.37903003660303575,0.20121300684601243,1.0408340855860843e-17,0.4739583333333333,0.497969596277938,0.04866621025176265
MiniMax,16,no_correct,17,0.0,0.00917932432969415,0.0,0.00917932432969415,0.0,0.0,,0.0
MiniMax,32,all_correct,46,1.0,0.9834572810607038,1.0,0.016542718939296153,0.0,1.0,,0.03125
MiniMax,32,easy,14,0.8481871562631185,0.9027133308031302,0.8481871562631185,0.10702052889612837,1.586032892321652e-17,0.9241071428571429,0.5994265164233976,0.02874019015929202
MiniMax,32,hard,11,0.006141672254672587,0.0864145649500438,0.006141672254672587,0.080272905270669,0.0,0.0625,0.45486573231112165,0.001082859411616644
MiniMax,32,medium,12,0.323537518354041,0.47736754570471923,0.323537518354041,0.2997573989589888,1.0408340855860843e-17,0.4739583333333333,0.497969596277938,0.02126790984277384
MiniMax,32,no_correct,17,0.0,0.00792006453837868,0.0,0.00792006453837868,0.0,0.0,,0.0
MiniMax,48,all_correct,46,1.0,0.97818781039449,1.0,0.021812189605510013,0.0,1.0,,0.020833333333333332
MiniMax,48,easy,14,0.8239454557442883,0.8980928515587959,0.8239454557442883,0.13993239783588632,1.9825411154020653e-17,0.9241071428571429,0.5994265164233976,0.018601584818179816
MiniMax,48,hard,11,0.0014879465407739453,0.08764667561141924,0.0014879465407739453,0.08615872907530554,0.0,0.0625,0.45486573231112165,0.00017296037234817077
MiniMax,48,medium,12,0.29468681876859604,0.4737817146138769,0.29468681876859604,0.35348481524969794,0.0,0.4739583333333333,0.497969596277938,0.013232742306109484
MiniMax,48,no_correct,17,0.0,0.005993639046824373,0.0,0.005993639046824373,0.0,0.0,,0.0
Ministral14B,2,all_correct,42,1.0,1.0,1.0,0.0,0.0,1.0,,0.5
Ministral14B,2,easy,22,0.938348327020202,0.9383483270202021,0.938348327020202,8.57899609937621e-17,3.532527805625498e-17,0.925189393939394,0.6188827485345769,0.5073864954190056
Ministral14B,2,hard,8,0.050401475694444434,0.05040147569444444,0.050401475694444434,5.724587470723463e-17,0.0,0.049479166666666664,0.46570912155006744,0.46506076388888856
Ministral14B,2,medium,8,0.5384657118055555,0.5384657118055556,0.5384657118055555,1.8735013540549517e-16,0.0,0.5078125,0.5737563783404777,0.5410416257727837
Ministral14B,2,no_correct,20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Ministral14B,3,all_correct,42,1.0,1.0,1.0,0.0,0.0,1.0,,0.3333333333333333
Ministral14B,3,easy,22,0.9376006977325336,0.9333741455987584,0.9376006977325336,0.02158477406739159,3.532527805625498e-17,0.925189393939394,0.6188827485345769,0.33806576287040235
Ministral14B,3,hard,8,0.05110790111400462,0.07726628938024868,0.05110790111400462,0.02820419628129036,0.0,0.049479166666666664,0.46570912155006744,0.3088288483796292
Ministral14B,3,medium,8,0.5560201009114583,0.54634447987437,0.5560201009114583,0.028761936963726656,0.0,0.5078125,0.5737563783404777,0.3766037827891572
Ministral14B,3,no_correct,20,0.0,0.007626421216681334,0.0,0.007626421216681334,0.0,0.0,,0.0
Ministral14B,4,all_correct,42,1.0,1.0,1.0,0.0,0.0,1.0,,0.25
Ministral14B,4,easy,22,0.9350217654381269,0.9323262300844263,0.9350217654381269,0.02614074325357475,5.0464682937507114e-17,0.925189393939394,0.6188827485345769,0.2528726003145635
Ministral14B,4,hard,8,0.0514312791235653,0.08029634220138007,0.0514312791235653,0.029478475817132865,0.0,0.049479166666666664,0.46570912155006744,0.2322091467586562
Ministral14B,4,medium,8,0.5711825570942443,0.5475594973145493,0.5711825570942443,0.04141118248969673,0.0,0.5078125,0.5737563783404777,0.293097801541771
Ministral14B,4,no_correct,20,0.0,0.008114415496109362,0.0,0.008114415496109362,0.0,0.0,,0.0
Ministral14B,8,all_correct,42,1.0,0.9959723762240054,1.0,0.004027623775994638,0.0,1.0,,0.125
Ministral14B,8,easy,22,0.9272621306736023,0.929620005669953,0.9272621306736023,0.033915905856073944,2.5232341468753557e-17,0.925189393939394,0.6188827485345769,0.12539659959677651
Ministral14B,8,hard,8,0.05111954617135279,0.08741889815881934,0.05111954617135279,0.03630534469748892,0.0,0.049479166666666664,0.46570912155006744,0.11101034252282957
Ministral14B,8,medium,8,0.6127575281393751,0.5502019993273884,0.6127575281393751,0.09327686999757108,1.3877787807814457e-17,0.5078125,0.5737563783404777,0.1621880135974161
Ministral14B,8,no_correct,20,0.0,0.009005212754523262,0.0,0.009005212754523262,0.0,0.0,,0.0
Ministral14B,16,all_correct,42,1.0,0.9904315143255977,1.0,0.009568485674402272,0.0,1.0,,0.0625
Ministral14B,16,easy,22,0.9235277319539612,0.9264577085479613,0.9235277319539612,0.051186341350058596,4.0371746350005693e-17,0.925189393939394,0.6188827485345769,0.062458662375907976
Ministral14B,16,hard,8,0.04195945976023887,0.09409352556423176,0.04195945976023887,0.052134066280277086,0.0,0.049479166666666664,0.46570912155006744,0.040543069137484435
Ministral14B,16,medium,8,0.6613431624261533,0.5521278156569843,0.6613431624261533,0.15514746851824954,1.3877787807814457e-17,0.5078125,0.5737563783404777,0.09005539463575837
Ministral14B,16,no_correct,20,0.0,0.00917932432969415,0.0,0.00917932432969415,0.0,0.0,,0.0
Ministral14B,32,all_correct,42,1.0,0.9834572810607037,1.0,0.016542718939296153,0.0,1.0,,0.03125
Ministral14B,32,easy,22,0.9164731866235123,0.9218165151397512,0.9164731866235122,0.08757538089459063,3.532527805625498e-17,0.925189393939394,0.6188827485345769,0.030988508346247202
Ministral14B,32,hard,8,0.01959233619560185,0.09987229586559013,0.01959233619560185,0.08027995966998827,9.62964972193618e-35,0.049479166666666664,0.46570912155006744,0.00808702131999978
Ministral14B,32,medium,8,0.7261209910134033,0.5526202606200938,0.7261209910134033,0.2548074570586155,5.551115123125783e-17,0.5078125,0.5737563783404777,0.05014923588542213
Ministral14B,32,no_correct,20,0.0,0.00792006453837868,0.0,0.00792006453837868,0.0,0.0,,0.0
Ministral14B,48,all_correct,42,1.0,0.97818781039449,1.0,0.021812189605510013,0.0,1.0,,0.020833333333333332
Ministral14B,48,easy,22,0.9056353356983778,0.9181725793505425,0.9056353356983778,0.10936291467661897,1.5139404881252134e-17,0.925189393939394,0.6188827485345769,0.020405172334358027
Ministral14B,48,hard,8,0.008065463777875745,0.10250903120781045,0.008065463777875745,0.0944435674299347,0.0,0.049479166666666664,0.46570912155006744,0.0020859619951748257
Ministral14B,48,medium,8,0.7718201342332965,0.5517185167222132,0.7718201342332965,0.3180642724503557,2.7755575615628914e-17,0.5078125,0.5737563783404777,0.03569801771694934
Ministral14B,48,no_correct,20,0.0,0.005993639046824373,0.0,0.005993639046824373,0.0,0.0,,0.0
MistralLarge675B,2,all_correct,56,1.0,1.0,1.0,0.0,0.0,1.0,,0.5
MistralLarge675B,2,easy,14,0.958767361111111,0.958767361111111,0.958767361111111,4.7580986769649563e-17,2.3790493384824782e-17,0.943452380952381,0.6367087466545318,0.5083782477883186
