model,N,difficulty_bin,num_problems,actual_acc_mean,auc_only_pred_mean,moment_pred_mean,auc_only_mae,moment_mae,mean_p,mean_kappa,mean_theta
Super49B,48,medium,9,0.3584456264584528,0.436244711316174,0.3584456264584528,0.233128015609609,1.2335811384723961e-17,0.44212962962962965,0.495136217334285,0.017298958534228207
Super49B,48,no_correct,14,0.0,0.005993639046824373,0.0,0.005993639046824373,0.0,0.0,,0.0
Ultra253B,2,all_correct,42,1.0,1.0,1.0,0.0,0.0,1.0,,0.5
Ultra253B,2,easy,8,0.92431640625,0.92431640625,0.92431640625,0.0,1.3877787807814457e-17,0.8828125,0.6170272435897436,0.526532451923077
Ultra253B,2,no_correct,6,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Ultra253B,3,all_correct,42,1.0,1.0,1.0,0.0,0.0,1.0,,0.3333333333333333
Ultra253B,3,easy,8,0.937835693359375,0.8922120851355704,0.937835693359375,0.04568464338005468,2.7755575615628914e-17,0.8828125,0.6170272435897436,0.35681930374313187
Ultra253B,3,no_correct,6,0.0,0.007626421216681334,0.0,0.007626421216681334,0.0,0.0,,0.0
Ultra253B,4,all_correct,42,1.0,1.0,1.0,0.0,0.0,1.0,,0.25
Ultra253B,4,easy,8,0.9467639923095703,0.8922510216047332,0.9467639923095703,0.054516785402102697,0.0,0.8828125,0.6170272435897436,0.2703035710932134
Ultra253B,4,no_correct,6,0.0,0.008114415496109362,0.0,0.008114415496109362,0.0,0.0,,0.0
Ultra253B,8,all_correct,42,1.0,0.9959723762240054,1.0,0.004027623775994638,0.0,1.0,,0.125
Ultra253B,8,easy,8,0.9699820417736191,0.8920954729078944,0.9699820417736191,0.07788656892393239,5.551115123125783e-17,0.8828125,0.6170272435897436,0.13840275100978594
Ultra253B,8,no_correct,6,0.0,0.009005212754523262,0.0,0.009005212754523262,0.0,0.0,,0.0
Ultra253B,16,all_correct,42,1.0,0.9904315143255977,1.0,0.009568485674402272,0.0,1.0,,0.0625
Ultra253B,16,easy,8,0.9890091685939885,0.8913128242382178,0.9890091685939885,0.09769634435577067,4.163336342344337e-17,0.8828125,0.6170272435897436,0.07048859453157641
Ultra253B,16,no_correct,6,0.0,0.00917932432969415,0.0,0.00917932432969415,0.0,0.0,,0.0
Ultra253B,32,all_correct,42,1.0,0.9834572810607037,1.0,0.016542718939296153,0.0,1.0,,0.03125
Ultra253B,32,easy,8,0.9984179539611636,0.8882303435608084,0.9984179539611636,0.11018761040036097,0.0,0.8828125,0.6170272435897436,0.0355585271061699
Ultra253B,32,no_correct,6,0.0,0.00792006453837868,0.0,0.00792006453837868,0.0,0.0,,0.0
Ultra253B,48,all_correct,42,1.0,0.97818781039449,1.0,0.021812189605510013,0.0,1.0,,0.020833333333333332
Ultra253B,48,easy,8,0.999800131981307,0.8849564802384429,0.999800131981307,0.11484365174286416,2.7755575615628914e-17,0.8828125,0.6170272435897436,0.023736400976280773
Ultra253B,48,no_correct,6,0.0,0.005993639046824373,0.0,0.005993639046824373,0.0,0.0,,0.0
ALL,2,ALL,2255,0.6528162724809066,,,4.8051647964881727e-17,7.048131479778051e-18,,,
ALL,3,ALL,2255,0.6546472569957708,,,0.015815973955994204,4.944923504913045e-18,,,
ALL,4,ALL,2255,0.6553084379400159,,,0.0194917450862815,7.427482275115815e-18,,,
ALL,8,ALL,2255,0.6552489030723673,,,0.0320170726128827,6.56844489254934e-18,,,
ALL,16,ALL,2255,0.653387106009031,,,0.047627702997769236,7.44110972799246e-18,,,
ALL,32,ALL,2255,0.650902043195805,,,0.06814634513981173,6.678276798575822e-18,,,
ALL,48,ALL,2255,0.6500650662535885,,,0.08209840370442219,4.0791245581569534e-18,,,
