problem_idx,n_samples,p,kappa,n_correct,n_incorrect,level,type,f_N1,f_N2,f_N4,f_N8,f_N16,f_N32,f_N48,f_N64,f_N128,f_N256,f_N512,f_N1024
104,4096,0.050537109375,0.41121558017597015,207,3889,4,,0.050537109375,0.042016804218292236,0.03005874306699141,0.018304511557881695,0.010501739565956073,0.006972726702431298,0.005859715271979748,0.005113822140979439,0.0026938116515440925,0.00044970982979261484,6.349305165661469e-06,6.335130488843587e-10
105,4096,0.1064453125,0.4066708026269614,436,3660,3,,0.1064453125,0.0886913537979126,0.06932576289673165,0.05007551008412745,0.028260853120980277,0.009624055694887994,0.0033334797855178247,0.001153890416244806,1.771879799092043e-05,6.0534677303062225e-09,8.39120895417185e-16,1.0352329377673759e-29
106,4096,0.0,,0,4096,2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,4096,0.9140625,0.6872291120337995,3744,352,2,,0.9140625,0.9434770345687866,0.9586721493361026,0.9699575905315824,0.9806839544286967,0.9911972590305124,0.9958622371200931,0.9980040480231311,0.9998799502568881,0.9999996270086897,0.9999999999979067,1.0
108,4096,0.106201171875,0.5235194202953153,435,3661,3,,0.106201171875,0.11066621541976929,0.10892977104235158,0.09811396030872402,0.08003147478907115,0.059544883677210766,0.04860553949929488,0.04186847987601776,0.030000194543166284,0.01932908978807729,0.007108211546641494,0.000699752941817201
109,4096,0.0,,0,4096,5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,4096,0.02734375,0.4159271012621916,112,3984,4,,0.02734375,0.022871732711791992,0.01793935482625386,0.012277145599901732,0.007547678279403572,0.005754482050949437,0.005723011350177376,0.005656883608229308,0.003909434157851618,0.0009620802574503034,2.9148071157174153e-05,1.3391048761694437e-08
111,4096,0.89990234375,0.4981015841086246,3686,410,3,,0.89990234375,0.8995603322982788,0.9005481144621612,0.9006465941633053,0.9006060821988948,0.9005470735103963,0.8983543342270854,0.8957677741124899,0.8908891410808413,0.9001122700020877,0.9367747900759622,0.9815875153337463
112,4096,0.919189453125,0.7292032273724839,3765,331,4,,0.919189453125,0.9532399773597717,0.9665255931505818,0.9749200464937973,0.9811187714711254,0.9843193594232478,0.9839025148808264,0.9818744654914693,0.9688398456403996,0.9393978663499709,0.8824834326883639,0.7787770124513816
113,4096,0.936767578125,0.6478617565404118,3837,259,2,,0.936767578125,0.9542844891548157,0.9628948349182913,0.9673615891460626,0.9709960429697547,0.9771709804143579,0.9821072201427719,0.9859370285508008,0.9944143675709051,0.999174864242349,0.9999876645040483,0.9999999981971099
114,4096,0.6591796875,0.6245211185397432,2700,1396,3,,0.6591796875,0.7151299715042114,0.7428657940161898,0.7522877119029009,0.7505729743750372,0.7402725222425488,0.7314884428079045,0.724254414096529,0.6954512306710845,0.6350823812775106,0.5354983856684984,0.4084326003164339
115,4096,0.281982421875,0.4952095394121916,1155,2941,2,,0.281982421875,0.2800425887107849,0.27032724643215644,0.2565185242437663,0.2419280148058996,0.2419879324977178,0.25522141836603374,0.2705544387721114,0.319569514336445,0.3658397609490687,0.3817393996568528,0.3782012357364027
116,4096,0.955078125,0.6493273206188317,3912,184,2,,0.955078125,0.9678915739059448,0.9751608509201546,0.978459208149724,0.9782955737437544,0.9732344309402847,0.9677346300045997,0.9629657924988492,0.9510399789620256,0.9406536006026178,0.9318259935679085,0.9361775268989756
117,4096,0.965576171875,0.7107154064789162,3955,141,2,,0.965576171875,0.9795840382575989,0.9901019460121923,0.9964539822790119,0.9993459470219931,0.9999695871144345,0.9999984011372386,0.999999914993149,0.9999999999994155,1.0,1.0,1.0
118,4096,0.0732421875,0.5267746750965929,300,3796,5,,0.0732421875,0.07687699794769287,0.0794477744270452,0.0818136870191703,0.08418964024679887,0.08627971445210474,0.08704640806357844,0.08706599808024752,0.0836509780286542,0.07968761231998997,0.07722942724077778,0.05604437360850217
